SKU,Product Name,Product Class,Product Category,Product Subcategory,Product Model#,Processor,Processor Description,GHz,Screen Size,RAM,Resolution,GPU,VRAM,HD,HD Type,Color,Carrier,Year,Model ID,UPC,Type,Spec,Charger
DAU27-0038B,"MC511LL/A, iMac QCi7 2.93/27""/16GB RAM/2.25TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,16GB,,,,2.25TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/16GB/2.25TB,Straight iMac Power Cord
DAU27-0039A,"MC511LL/A, iMac QCi7 2.93/27""/8GB RAM/1.25TB HDD/",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,8GB,,,,1.25TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/8GB/1.25TB,Straight iMac Power Cord
DAU27-0039B,"MC511LL/A, iMac QCi7 2.93/27""/8GB RAM/1.25TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,8GB,,,,1.25TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/8GB/1.25TB,Straight iMac Power Cord
DAU27-0040A,"MC813LL/A, iMac QCi5 2.7/27""/8GB RAM/2TB HDD/",Desktop,iMac,Aluminum,MC813LL/A,QCi5,Quad-Core i5,2.7,27,8GB,,,,2TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC813LL/A QCi5/2.7/8GB/2TB,Straight iMac Power Cord
DAU27-0040B,"MC813LL/A, iMac QCi5 2.7/27""/8GB RAM/2TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC813LL/A,QCi5,Quad-Core i5,2.7,27,8GB,,,,2TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC813LL/A QCi5/2.7/8GB/2TB,Straight iMac Power Cord
DAU27-0041A,"MC814LL/A, iMac QCi5 3.1/27""/8GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC814LL/A,QCi5,Quad-Core i5,3.1,27,8GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC814LL/A QCi5/3.1/8GB/1TB,Straight iMac Power Cord
DAU27-0041B,"MC814LL/A, iMac QCi5 3.1/27""/8GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC814LL/A,QCi5,Quad-Core i5,3.1,27,8GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC814LL/A QCi5/3.1/8GB/1TB,Straight iMac Power Cord
DAU27-0042A,"MC511LL/A, iMac QCi5 2.8/27""/4GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC511LL/A,QCi5,Quad-Core i5,2.8,27,4GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi5/2.8/4GB/1TB,Straight iMac Power Cord
DAU27-0042B,"MC511LL/A, iMac QCi5 2.8/27""/4GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC511LL/A,QCi5,Quad-Core i5,2.8,27,4GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi5/2.8/4GB/1TB,Straight iMac Power Cord
DAU27-0043A,"MC511LL/A, iMac QCi7 2.93/27""/16GB RAM/1.25TB SSD/",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,16GB,,,,1.25TB,SSD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/16GB/1.25TB,Straight iMac Power Cord
DAU27-0043B,"MC511LL/A, iMac QCi7 2.93/27""/16GB RAM/1.25TB SSD/, B-Grade",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,16GB,,,,1.25TB,SSD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/16GB/1.25TB,Straight iMac Power Cord
DAU27-0044A,"MC511LL/A, iMac QCi7 2.93/27""/8GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,8GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/8GB/1TB,Straight iMac Power Cord
DAU27-0044B,"MC511LL/A, iMac QCi7 2.93/27""/8GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,8GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/8GB/1TB,Straight iMac Power Cord
DAU27-0045A,"MC813LL/A, iMac QCi5 2.7/27""/2GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC813LL/A,QCi5,Quad-Core i5,2.7,27,2GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC813LL/A QCi5/2.7/2GB/1TB,Straight iMac Power Cord
DAU27-0045B,"MC813LL/A, iMac QCi5 2.7/27""/2GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC813LL/A,QCi5,Quad-Core i5,2.7,27,2GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC813LL/A QCi5/2.7/2GB/1TB,Straight iMac Power Cord
DAU27-0046A,"MC813LL/A, iMac QCi7 2.7/27""/6GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC813LL/A,QCi7,Quad-Core i7,2.7,27,6GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC813LL/A QCi7/2.7/6GB/1TB,Straight iMac Power Cord
DAU27-0046B,"MC813LL/A, iMac QCi7 2.7/27""/6GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC813LL/A,QCi7,Quad-Core i7,2.7,27,6GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC813LL/A QCi7/2.7/6GB/1TB,Straight iMac Power Cord
DAU27-0047A,"MC814LL/A, iMac QCi7 3.4/27""/6GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC814LL/A,QCi7,Quad-Core i7,3.4,27,6GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC814LL/A QCi7/3.4/6GB/1TB,Straight iMac Power Cord
DAU27-0047B,"MC814LL/A, iMac QCi7 3.4/27""/6GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC814LL/A,QCi7,Quad-Core i7,3.4,27,6GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC814LL/A QCi7/3.4/6GB/1TB,Straight iMac Power Cord
DAU27-0048A,"MC511LL/A, iMac QCi5 2.8/27""/4GB RAM/2TB HDD/",Desktop,iMac,Aluminum,MC511LL/A,QCi5,Quad-Core i5,2.8,27,4GB,,,,2TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi5/2.8/4GB/2TB,Straight iMac Power Cord
DAU27-0048B,"MC511LL/A, iMac QCi5 2.8/27""/4GB RAM/2TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC511LL/A,QCi5,Quad-Core i5,2.8,27,4GB,,,,2TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi5/2.8/4GB/2TB,Straight iMac Power Cord
DAU27-0049A,"MC511LL/A, iMac QCi5 2.8/27""/8GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC511LL/A,QCi5,Quad-Core i5,2.8,27,8GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi5/2.8/8GB/1TB,Straight iMac Power Cord
DAU27-0049B,"MC511LL/A, iMac QCi5 2.8/27""/8GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC511LL/A,QCi5,Quad-Core i5,2.8,27,8GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi5/2.8/8GB/1TB,Straight iMac Power Cord
DAU27-0050A,"MC511LL/A, iMac QCi7 2.93/27""/12GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,12GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/12GB/1TB,Straight iMac Power Cord
DAU27-0050B,"MC511LL/A, iMac QCi7 2.93/27""/12GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,12GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/12GB/1TB,Straight iMac Power Cord
DAU27-0051A,"MC511LL/A, iMac QCi7 2.93/27""/16GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,16GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/16GB/1TB,Straight iMac Power Cord
DAU27-0051B,"MC511LL/A, iMac QCi7 2.93/27""/16GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,16GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/16GB/1TB,Straight iMac Power Cord
DAU27-0052A,"MC511LL/A, iMac QCi7 2.93/27""/16GB RAM/2TB HDD/",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,16GB,,,,2TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/16GB/2TB,Straight iMac Power Cord
DAU27-0052B,"MC511LL/A, iMac QCi7 2.93/27""/16GB RAM/2TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC511LL/A,QCi7,Quad-Core i7,2.93,27,16GB,,,,2TB,HDD,Aluminum,NA,Mid-2010,"iMac11,3",,"27"" iMac",MC511LL/A QCi7/2.93/16GB/2TB,Straight iMac Power Cord
DAU27-0053A,"MC813LL/A, iMac QCi5 2.7/27""/6GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC813LL/A,QCi5,Quad-Core i5,2.7,27,6GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC813LL/A QCi5/2.7/6GB/1TB,Straight iMac Power Cord
DAU27-0053B,"MC813LL/A, iMac QCi5 2.7/27""/6GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC813LL/A,QCi5,Quad-Core i5,2.7,27,6GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC813LL/A QCi5/2.7/6GB/1TB,Straight iMac Power Cord
DAU27-0054A,"MC814LL/A, iMac QCi5 3.1/27""/2GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MC814LL/A,QCi5,Quad-Core i5,3.1,27,2GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC814LL/A QCi5/3.1/2GB/1TB,Straight iMac Power Cord
DAU27-0054B,"MC814LL/A, iMac QCi5 3.1/27""/2GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC814LL/A,QCi5,Quad-Core i5,3.1,27,2GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC814LL/A QCi5/3.1/2GB/1TB,Straight iMac Power Cord
DAU27-0055A,"MC814LL/A, iMac QCi7 3.4/27""/4GB RAM/1.25TB HDD/",Desktop,iMac,Aluminum,MC814LL/A,QCi7,Quad-Core i7,3.4,27,4GB,,,,1.25TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC814LL/A QCi7/3.4/4GB/1.25TB,Straight iMac Power Cord
DAU27-0055B,"MC814LL/A, iMac QCi7 3.4/27""/4GB RAM/1.25TB HDD/, B-Grade",Desktop,iMac,Aluminum,MC814LL/A,QCi7,Quad-Core i7,3.4,27,4GB,,,,1.25TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC814LL/A QCi7/3.4/4GB/1.25TB,Straight iMac Power Cord
DMMAL-0001A,"MC270LL/A, Mac Mini Aluminum Unibody, C2D 2.4/4GB RAM/320GB HDD/Aluminum",Desktop,Mac Mini,Aluminum Unibody,MC270LL/A,C2D,Core 2 Duo,2.4,NA,4GB,,,,320GB,HDD,Aluminum,NA,Mid-2010,"Macmini4,1",Groupon-606682724410,Mac Mini,MC270LL/A C2D/2.4/4GB/320GB,Mac Mini Power Cord
DMMAL-0001B,"MC270LL/A, Mac Mini Aluminum Unibody, C2D 2.4/4GB RAM/320GB HDD/Aluminum, B-Grade",Desktop,Mac Mini,Aluminum Unibody,MC270LL/A,C2D,Core 2 Duo,2.4,NA,4GB,,,,320GB,HDD,Aluminum,NA,Mid-2010,"Macmini4,1",,Mac Mini,MC270LL/A C2D/2.4/4GB/320GB,Mac Mini Power Cord
DMMAL-0002A,"MC816LL/A, Mac Mini Aluminum Unibody, DCi5 2.5/4GB RAM/500GB HDD/Aluminum",Desktop,Mac Mini,Aluminum Unibody,MC816LL/A,DCi5,Dual-Core i5,2.5,NA,4GB,,,,500GB,HDD,Aluminum,NA,Mid-2011,"Macmini5,2",,Mac Mini,MC816LL/A DCi5/2.5/4GB/500GB,Mac Mini Power Cord
DMMAL-0002B,"MC816LL/A, Mac Mini Aluminum Unibody, DCi5 2.5/4GB RAM/500GB HDD/Aluminum, B-Grade",Desktop,Mac Mini,Aluminum Unibody,MC816LL/A,DCi5,Dual-Core i5,2.5,NA,4GB,,,,500GB,HDD,Aluminum,NA,Mid-2011,"Macmini5,2",,Mac Mini,MC816LL/A DCi5/2.5/4GB/500GB,Mac Mini Power Cord
DMMNA-0003A,"MC239LL/A, Mac Mini Aluminum, C2D 2.53/4GB RAM/320GB HDD/Grey",Desktop,Mac Mini,Aluminum,MC239LL/A,C2D,Core 2 Duo,2.53,NA,4GB,,,,320GB,HDD,Grey,NA,Late 2009,"Macmini3,1",,Mac Mini,MC239LL/A C2D/2.53/4GB/320GB,Mac Mini Power Cord
DMMNA-0003B,"MC239LL/A, Mac Mini Aluminum, C2D 2.53/4GB RAM/320GB HDD/Grey, B-Grade",Desktop,Mac Mini,Aluminum,MC239LL/A,C2D,Core 2 Duo,2.53,NA,4GB,,,,320GB,HDD,Grey,NA,Late 2009,"Macmini3,1",,Mac Mini,MC239LL/A C2D/2.53/4GB/320GB,Mac Mini Power Cord
DPRGR-0001A,"MD770LL/A, Mac Pro Tower, XEON 6 Core 3.33/12GB RAM/4TB HDD/Grey",Desktop,Mac Pro,Tower,MD770LL/A,XEON 6 Core,Quad XEON 6 Core,3.33,NA,12GB,,,,4TB,HDD,Grey,NA,Mid-2012,"MacPro5,1",,Mac Pro,MD770LL/A XEON 6 Core/3.33/12GB/4TB,Mac Pro Power Cord
DPRGR-0001B,"MD770LL/A, Mac Pro Tower, XEON 6 Core 3.33/12GB RAM/4TB HDD/Grey, B-Grade",Desktop,Mac Pro,Tower,MD770LL/A,XEON 6 Core,Quad XEON 6 Core,3.33,NA,12GB,,,,4TB,HDD,Grey,NA,Mid-2012,"MacPro5,1",,Mac Pro,MD770LL/A XEON 6 Core/3.33/12GB/4TB,Mac Pro Power Cord
DUT21-0001A,"ME086LL/A, iMac Ultra Thin, QCi5 2.7/21.5""/8GB RAM/1TB HDD+No SD/Aluminum",Desktop,iMac,Ultra Thin,ME086LL/A,QCi5,Quad-Core i5,2.7,21.5,8GB,,,,1TB,HDD+No SD,Aluminum,NA,Late 2013,"iMac14,1",,"21.5"" iMac",ME086LL/A QCi5/2.7/8GB/1TB,Bent iMac Power Cord
DUT21-0001B,"ME086LL/A, iMac Ultra Thin, QCi5 2.7/21.5""/8GB RAM/1TB HDD+No SD/Aluminum, B-Grade",Desktop,iMac,Ultra Thin,ME086LL/A,QCi5,Quad-Core i5,2.7,21.5,8GB,,,,1TB,HDD+No SD,Aluminum,NA,Late 2013,"iMac14,1",,"21.5"" iMac",ME086LL/A QCi5/2.7/8GB/1TB,Bent iMac Power Cord
DUT21-0002A,"MD094LL/A, iMac Ultra Thin, QCi5 2.9/21.5""/8GB RAM/1TB HDD+No SD/Aluminum",Desktop,iMac,Ultra Thin,MD094LL/A,QCi5,Quad-Core i5,2.9,21.5,8GB,,,,1TB,HDD+No SD,Aluminum,NA,Late 2012,"iMac13,1",,"21.5"" iMac",MD094LL/A QCi5/2.9/8GB/1TB,Bent iMac Power Cord
DUT21-0002B,"MD094LL/A, iMac Ultra Thin, QCi5 2.9/21.5""/8GB RAM/1TB HDD+No SD/Aluminum, B-Grade",Desktop,iMac,Ultra Thin,MD094LL/A,QCi5,Quad-Core i5,2.9,21.5,8GB,,,,1TB,HDD+No SD,Aluminum,NA,Late 2012,"iMac13,1",,"21.5"" iMac",MD094LL/A QCi5/2.9/8GB/1TB,Bent iMac Power Cord
DUT21-0003B,"MD094LL/A, iMac Ultra Thin, QCi7 3.1/21.5""/16GB RAM/1TB HDD+No SD/Aluminum, B-Grade",Desktop,iMac,Ultra Thin,MD094LL/A,QCi7,Quad-Core i7,3.1,21.5,16GB,,,,1TB,HDD+No SD,Aluminum,NA,Late 2012,"iMac13,1",,"21.5"" iMac",MD094LL/A QCi7/3.1/16GB/1TB,Bent iMac Power Cord
DUT21-0004A,"MD094LL/A, iMac Ultra Thin, QCi7 3.1/21.5""/16GB RAM/1TB+128GB HDD+SSD+No SD/Aluminum",Desktop,iMac,Ultra Thin,MD094LL/A,QCi7,Quad-Core i7,3.1,21.5,16GB,,,,1TB+128GB,HDD+SSD+No SD,Aluminum,NA,Late 2012,"iMac13,1",,"21.5"" iMac",MD094LL/A QCi7/3.1/16GB/1TB+128GB,Bent iMac Power Cord
DUT21-0004B,"MD094LL/A, iMac Ultra Thin, QCi7 3.1/21.5""/16GB RAM/1TB+128GB HDD+SSD+No SD/Aluminum, B-Grade",Desktop,iMac,Ultra Thin,MD094LL/A,QCi7,Quad-Core i7,3.1,21.5,16GB,,,,1TB+128GB,HDD+SSD+No SD,Aluminum,NA,Late 2012,"iMac13,1",,"21.5"" iMac",MD094LL/A QCi7/3.1/16GB/1TB+128GB,Bent iMac Power Cord
DUT27-0001B,"ME088LL/A, iMac Ultra Thin, QCi5 3.2/27""/8GB RAM/1TB HDD+No SD/Aluminum, B-Grade",Desktop,iMac,Ultra Thin,ME088LL/A,QCi5,Quad-Core i5,3.2,27,8GB,,,,1TB,HDD+No SD,Aluminum,NA,Late 2013,"iMac14,2",,"27"" iMac",ME088LL/A QCi5/3.2/8GB/1TB,Bent iMac Power Cord
DUT27-0002A,"ME088LL/A, iMac Ultra Thin, QCi5 3.2/27""/6GB RAM/1TB HDD+No SD/Aluminum",Desktop,iMac,Ultra Thin,ME088LL/A,QCi5,Quad-Core i5,3.2,27,6GB,,,,1TB,HDD+No SD,Aluminum,NA,Late 2013,"iMac14,2",,"27"" iMac",ME088LL/A QCi5/3.2/6GB/1TB,Bent iMac Power Cord
DUT27-0002B,"ME088LL/A, iMac Ultra Thin, QCi5 3.2/27""/6GB RAM/1TB HDD+No SD/Aluminum, B-Grade",Desktop,iMac,Ultra Thin,ME088LL/A,QCi5,Quad-Core i5,3.2,27,6GB,,,,1TB,HDD+No SD,Aluminum,NA,Late 2013,"iMac14,2",,"27"" iMac",ME088LL/A QCi5/3.2/6GB/1TB,Bent iMac Power Cord
DWP17-0001A,"MA590LL/A, iMac C2D 2/17""/2GB RAM/160GB HDD/",Desktop,iMac,White Plastic,MA590LL/A,C2D,Core 2 Duo,2,17,2GB,,,,160GB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"17"" iMac",MA590LL/A C2D/2/2GB/160GB,Straight iMac Power Cord
DWP17-0001B,"MA590LL/A, iMac C2D 2/17""/2GB RAM/160GB HDD/, B-Grade",Desktop,iMac,White Plastic,MA590LL/A,C2D,Core 2 Duo,2,17,2GB,,,,160GB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"17"" iMac",MA590LL/A C2D/2/2GB/160GB,Straight iMac Power Cord
DWP17-0002A,"MA710LL/A, iMac C2D 1.83/17""/2GB RAM/160GB SSD/",Desktop,iMac,White Plastic,MA710LL/A,C2D,Core 2 Duo,1.83,17,2GB,,,,160GB,SSD,White Plastic,NA,Late 2006,"iMac5,2",,"17"" iMac",MA710LL/A C2D/1.83/2GB/160GB,Straight iMac Power Cord
DWP17-0002B,"MA710LL/A, iMac C2D 1.83/17""/2GB RAM/160GB SSD/, B-Grade",Desktop,iMac,White Plastic,MA710LL/A,C2D,Core 2 Duo,1.83,17,2GB,,,,160GB,SSD,White Plastic,NA,Late 2006,"iMac5,2",,"17"" iMac",MA710LL/A C2D/1.83/2GB/160GB,Straight iMac Power Cord
DWP20-0001B,"MA200LL/A, iMac CD 2/20""/2GB RAM/250GB HDD/, B-Grade",Desktop,iMac,White Plastic,MA200LL/A,CD,Core Duo,2,20,2GB,,,,250GB,HDD,White Plastic,NA,Early 2006,"iMac4,1",,"20"" iMac",MA200LL/A CD/2/2GB/250GB,Straight iMac Power Cord
DWP20-0002B,"MA200LL/A, iMac CD 2/20""/2GB RAM/500GB HDD/, B-Grade",Desktop,iMac,White Plastic,MA200LL/A,CD,Core Duo,2,20,2GB,,,,500GB,HDD,White Plastic,NA,Early 2006,"iMac4,1",,"20"" iMac",MA200LL/A CD/2/2GB/500GB,Straight iMac Power Cord
DWP20-0003A,"MA589LL/A, iMac C2D 2.16/20""/2GB RAM/160GB HDD/",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,2GB,,,,160GB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/2GB/160GB,Straight iMac Power Cord
DWP20-0003B,"MA589LL/A, iMac C2D 2.16/20""/2GB RAM/160GB HDD/, B-Grade",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,2GB,,,,160GB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/2GB/160GB,Straight iMac Power Cord
DWP20-0004A,"MA589LL/A, iMac C2D 2.16/20""/2GB RAM/500GB HDD/",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,2GB,,,,500GB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/2GB/500GB,Straight iMac Power Cord
DWP20-0004B,"MA589LL/A, iMac C2D 2.16/20""/2GB RAM/500GB HDD/, B-Grade",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,2GB,,,,500GB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/2GB/500GB,Straight iMac Power Cord
DWP20-0005A,"MA589LL/A, iMac C2D 2.16/20""/4GB RAM/1TB HDD/",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,4GB,,,,1TB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/4GB/1TB,Straight iMac Power Cord
DWP20-0005B,"MA589LL/A, iMac C2D 2.16/20""/4GB RAM/1TB HDD/, B-Grade",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,4GB,,,,1TB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/4GB/1TB,Straight iMac Power Cord
DWP20-0006B,"MA589LL/A, iMac C2D 2.16/20""/4GB RAM/250GB HDD/, B-Grade",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,4GB,,,,250GB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/4GB/250GB,Straight iMac Power Cord
DWP20-0007A,"MA589LL/A, iMac C2D 2.16/20""/4GB RAM/2TB HDD/",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,4GB,,,,2TB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/4GB/2TB,Straight iMac Power Cord
DWP20-0007B,"MA589LL/A, iMac C2D 2.16/20""/4GB RAM/2TB HDD/, B-Grade",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,4GB,,,,2TB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/4GB/2TB,Straight iMac Power Cord
DWP20-0008A,"MA589LL/A, iMac C2D 2.16/20""/4GB RAM/320GB HDD/",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,4GB,,,,320GB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/4GB/320GB,Straight iMac Power Cord
DWP20-0008B,"MA589LL/A, iMac C2D 2.16/20""/4GB RAM/320GB HDD/, B-Grade",Desktop,iMac,White Plastic,MA589LL/A,C2D,Core 2 Duo,2.16,20,4GB,,,,320GB,HDD,White Plastic,NA,Late 2006,"iMac5,1",,"20"" iMac",MA589LL/A C2D/2.16/4GB/320GB,Straight iMac Power Cord
DWP24-0001A,"MA456LL/A, iMac C2D 2.16/24""/2GB RAM/250GB HDD/",Desktop,iMac,White Plastic,MA456LL/A,C2D,Core 2 Duo,2.16,24,2GB,,,,250GB,HDD,White Plastic,NA,Late 2006,"iMac6,1",,"24"" iMac",MA456LL/A C2D/2.16/2GB/250GB,Straight iMac Power Cord
DWP24-0001B,"MA456LL/A, iMac C2D 2.16/24""/2GB RAM/250GB HDD/, B-Grade",Desktop,iMac,White Plastic,MA456LL/A,C2D,Core 2 Duo,2.16,24,2GB,,,,250GB,HDD,White Plastic,NA,Late 2006,"iMac6,1",,"24"" iMac",MA456LL/A C2D/2.16/2GB/250GB,Straight iMac Power Cord
DWP24-0002A,"MA456LL/A, iMac C2D 2.16/24""/4GB RAM/160GB HDD/",Desktop,iMac,White Plastic,MA456LL/A,C2D,Core 2 Duo,2.16,24,4GB,,,,160GB,HDD,White Plastic,NA,Late 2006,"iMac6,1",,"24"" iMac",MA456LL/A C2D/2.16/4GB/160GB,Straight iMac Power Cord
DWP24-0002B,"MA456LL/A, iMac C2D 2.16/24""/4GB RAM/160GB HDD/, B-Grade",Desktop,iMac,White Plastic,MA456LL/A,C2D,Core 2 Duo,2.16,24,4GB,,,,160GB,HDD,White Plastic,NA,Late 2006,"iMac6,1",,"24"" iMac",MA456LL/A C2D/2.16/4GB/160GB,Straight iMac Power Cord
DWP24-0003A,"MA456LL/A, iMac C2D 2.16/24""/4GB RAM/250GB HDD/",Desktop,iMac,White Plastic,MA456LL/A,C2D,Core 2 Duo,2.16,24,4GB,,,,250GB,HDD,White Plastic,NA,Late 2006,"iMac6,1",,"24"" iMac",MA456LL/A C2D/2.16/4GB/250GB,Straight iMac Power Cord
